LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
1143554009,SOUTH COUNTY VETERINARY HOSPIT,SELMA,CA,93662,BANK OF THE WEST,CA,541940,4/18/1997,1997,300,1,1,0,0,1,0,0,N,,5/31/1997,315000,P I F,0,315000,236250
1143555005,"SHRI-NATHAJI, INC. DBA SUPER C",BEDFORD,OH,44146,CITIZENS BANK NATL ASSOC,RI,812320,12/29/2004,2005,84,1,1,0,1,1,1,N,N,,3/31/2006,29000,P I F,0,29000,14500
1143564001,STATE OF THE ART CHIROPRACTIC,PHOENIX,AZ,85044,JPMORGAN CHASE BANK NATL ASSOC,IL,621310,4/18/1997,1997,60,1,2,0,0,1,0,0,N,,5/31/1998,38000,P I F,0,38000,19000
1143565008,"SHRI-NATHAJI, INC. DBA SUPER C",BEDFORD,OH,44146,CITIZENS BANK NATL ASSOC,RI,812320,12/29/2004,2005,84,1,2,0,1,1,1,Y,N,,2/28/2006,1000,,0,1000,500
1143574004,OLDHAM'S CUSTOM UPHOLSTERY,MT. STERLING,KY,40353,"TRADITIONAL BANK, INC.",KY,0,4/18/1997,1997,84,5,2,0,0,1,0,N,Y,,5/31/1997,23500,P I F,0,23500,18800
1143575000,William M. Melago Jr. d/b/a Pi,Girard,OH,44420,"PNC BANK, NATIONAL ASSOCIATION",DE,722211,12/29/2004,2005,84,12,1,0,12,1,1,N,N,,2/28/2005,45000,P I F,0,45000,22500
1143594010,SILVESTRI'S INC.,MARION,MA,2738,BANK OF AMERICA NATL ASSOC,RI,0,4/18/1997,1997,240,24,1,0,0,1,0,N,N,,8/31/1997,156000,P I F,0,156000,117000
1143605007,R.J. Loughton Construction Co.,RAYNHAM,MA,2767,CAPITAL ONE NATL ASSOC,VA,236220,12/29/2004,2005,84,3,1,0,3,1,1,N,N,,1/31/2005,50000,P I F,0,50000,25000
1143615010,Native Edge Associates Inc.,Boulder,CO,80304,CAPITAL ONE NATL ASSOC,VA,561730,12/29/2004,2005,90,12,1,0,12,1,1,N,N,,1/31/2005,25000,P I F,0,25000,12500
1143624006,ENGLISH MUFFIN RESTAURANT,HAMPSTEAD,NH,3841,BANK OF AMERICA NATL ASSOC,CT,0,4/18/1997,1997,84,2,2,0,0,1,0,N,Y,,10/31/1997,50000,P I F,0,50000,40000
1143625002,"Fred-Rick Services, Inc. dba A",W DES MOINES,IA,50265,CAPITAL ONE NATL ASSOC,VA,811411,12/29/2004,2005,31,6,1,0,6,1,1,Y,N,9-Feb-10,2/28/2005,137847,CHGOFF,42551,50000,25000
1143635005,"RUNA entertainment, inc.",North Hollywood,CA,91601,CALIFORNIA BANK & TRUST,CA,512110,12/29/2004,2005,17,3,1,0,5,1,1,Y,N,8-Sep-10,1/31/2005,85170,CHGOFF,20310,50000,25000
1143645008,"Concord Drywall, Inc.",Concord,CA,94520,CALIFORNIA BANK & TRUST,CA,238310,12/29/2004,2005,84,12,1,0,12,1,1,N,N,,12/31/2004,100000,P I F,0,100000,50000
1143654004,"NORTHEAST FOOD STAMPS CENTER,",LOS ANGELES,CA,90014,CALIFORNIA BANK & TRUST,CA,0,4/18/1997,1997,300,12,1,0,0,1,0,0,N,,6/30/1997,615000,P I F,0,615000,461250
1143655000,MANIJEH BASSARI DBA JUNE'S CLE,WEST LOS ANGELES,CA,90034,BANK OF AMERICA NATL ASSOC,NC,812320,12/29/2004,2005,60,2,1,0,2,1,2,Y,N,,1/31/2005,25000,P I F,0,25000,12500
1143674010,"HORIZON MARINE, L.C.",JUNCTION CITY,KS,66441,FRONTIER FINAN PARTNERS INC.,KS,0,4/18/1997,1997,120,40,2,40,0,1,0,N,N,,3/11/1998,329000,P I F,0,329000,329000
1143675006,AMERIGRAF TECHNICAL INC.,ZEBULON,NC,27597,CAPITAL ONE NATL ASSOC,VA,541330,12/29/2004,2005,30,2,1,0,2,1,1,Y,N,20-Feb-10,4/30/2005,76127,CHGOFF,23249,25000,12500
1143684002,NICK'S HOMEMADE ICE CREAM,MEDFORD,MA,2155,CENTURY BANK AND TRUST COMPANY,MA,311520,4/18/1997,1997,84,4,2,0,0,1,0,N,Y,,2/28/1998,70000,P I F,0,70000,56000
1143685009,"OLMOS ABATEMENT, INC.",MANOR,TX,78653,CAPITAL ONE NATL ASSOC,VA,541620,12/29/2004,2005,52,12,1,0,12,1,2,N,N,11-Jan-08,2/28/2005,35000,CHGOFF,28757,35000,17500
1143694005,MATT'S MOTOR WORX,MONTEVIDEO,MN,56265,KLEINBANK,MN,0,4/18/1997,1997,156,2,2,0,0,1,0,N,Y,,7/31/1997,70000,P I F,0,70000,56000
1143695001,"THE WAVEZ OF MAITLAND, INC.",MAITLAND,FL,32751,CAPITAL ONE NATL ASSOC,VA,812112,12/29/2004,2005,63,1,1,0,1,1,1,N,N,17-Jun-08,1/31/2005,35000,CHGOFF,33144,35000,17500
1143705002,"BANGKOK CAFE, INC.",ALBUQUERQUE,NM,87108,CAPITAL ONE NATL ASSOC,VA,722110,12/29/2004,2005,84,10,1,0,10,1,2,N,N,,1/31/2005,25000,P I F,0,25000,12500
1143714009,"CARDOZO, F.W. CONCRETE, INC.",WOODBRIDGE,VA,22192,MANUFACTURERS & TRADERS TR CO,MD,234110,4/18/1997,1997,71,10,2,0,0,1,0,N,Y,,4/24/1997,50000,P I F,0,50000,40000
1143715005,"J.R.'S GRAND CENTRAL, INC.",ORLANDO,FL,32825,CAPITAL ONE NATL ASSOC,VA,238990,12/29/2004,2005,84,3,1,0,3,1,1,N,N,,1/31/2005,25000,P I F,0,25000,12500
1143724001,"SOLWAY PETROLEUM, INC",SOLWAY,MN,56678,WELLS FARGO BANK NATL ASSOC,MN,0,4/18/1997,1997,180,2,1,0,0,1,0,N,N,,3/31/1998,349000,P I F,0,371500,278625
1143725008,ENCOMPASS DESIGN & HOME IMPROV,MEDFORD,OR,97504,CAPITAL ONE NATL ASSOC,VA,236118,12/29/2004,2005,41,3,1,0,3,1,1,N,N,19-Aug-10,1/31/2005,25000,CHGOFF,17890,25000,12500
1143735000,RICHARD LENTZ DBA STATE FARM I,BROWNSBURG,IN,46112,CAPITAL ONE NATL ASSOC,VA,524126,12/29/2004,2005,90,2,1,0,2,1,1,T,N,,2/28/2005,40840,P I F,0,15000,7500
1143755006,WILLIAM J FRITZ DBA MISSION DR,HOUSTON,TX,77079,CAPITAL ONE NATL ASSOC,VA,238310,12/29/2004,2005,84,14,1,0,14,1,2,N,N,,1/31/2005,50000,P I F,0,50000,25000
1143765009,Alex P. Sledzieski dba Sledzie,Leeds,MA,1053,"TD BANK, NATIONAL ASSOCIATION",DE,238310,12/29/2004,2005,84,1,1,0,1,1,1,N,N,,12/31/2008,40000,P I F,0,40000,20000
1143775001,"Concord Drywall, Inc.",Concord,CA,94520,CALIFORNIA BANK & TRUST,CA,238310,12/29/2004,2005,84,12,1,0,12,1,1,Y,N,,12/31/2004,415000,P I F,0,150000,75000
1143785004,JOHN F BIEL DBA BIEL LOGGING,LUDLOW,PA,16333,CAPITAL ONE NATL ASSOC,VA,113310,12/29/2004,2005,84,3,1,0,3,1,1,N,N,,1/31/2005,10000,P I F,0,10000,5000
1143795007,Jerry G. Miers dba Jerry G Mie,SAN ANTONIO,TX,78217,CAPITAL ONE NATL ASSOC,VA,541211,12/29/2004,2005,34,3,1,0,3,1,1,N,N,13-Sep-10,1/31/2005,100000,CHGOFF,60299,100000,50000
1143805008,"J.M. PHILLIPS, INC.",RIDGEFIELD PARK,NJ,7660,CAPITAL ONE NATL ASSOC,VA,423990,12/29/2004,2005,47,4,1,0,4,1,1,N,N,30-Sep-10,1/31/2005,50000,CHGOFF,25680,50000,25000
1143814004,AD-WEAR ADVERTISING,DENVER,CO,80207,DENVER URBAN ECONOMIC DEVEL CO,CO,0,4/18/1997,1997,240,11,1,11,4,1,0,N,N,,9/17/1997,124000,P I F,0,124000,124000
1143815000,"Sandelly Ventures, Inc.",POWELL,OH,43065,JPMORGAN CHASE BANK NATL ASSOC,IL,533110,12/29/2004,2005,84,3,2,0,3,77174,2,Y,N,,1/31/2005,150000,P I F,0,150000,112500
1143824007,MATRIX MANUFACTURING COMPANY,PRINCETON,MN,55371,BREMER BANK NATL ASSOC,MN,0,4/18/1997,1997,180,6,1,0,0,1,0,N,N,,6/30/1997,191000,P I F,0,191000,143250
1143825003,Associates In Chiropractic - W,MINNETONKA,MN,55305,CAPITAL ONE NATL ASSOC,VA,621310,12/29/2004,2005,54,2,1,0,2,1,1,N,N,17-Sep-07,1/31/2005,100000,CHGOFF,95984,100000,50000
1143835006,HOWARD J HADCOCK DBA REDFIELD,REDFIELD,NY,13437,CAPITAL ONE NATL ASSOC,VA,722110,12/29/2004,2005,74,7,1,0,7,1,1,N,N,3-Jan-06,1/31/2005,25000,CHGOFF,24579,25000,12500
1143844002,"ORTHOTIC SOLUTIONS, LLC",OAKTON,VA,22124,"PNC BANK, NATIONAL ASSOCIATION",MD,0,4/18/1997,1997,96,4,2,0,0,1,0,N,Y,,6/30/1997,53153,P I F,0,100000,80000
1143845009,Access One of Edison Inc,ELIZABETH,NJ,7208,BANK OF AMERICA NATL ASSOC,RI,485320,12/29/2004,2005,1,4,1,0,4,1,1,Y,N,30-Jan-08,12/31/2004,16010,CHGOFF,7000,7000,3500
1143855001,ELINC CORPORATION,PLANO,TX,75093,CAPITAL ONE NATL ASSOC,VA,541512,12/29/2004,2005,84,8,1,0,8,1,1,N,N,,1/31/2005,50000,P I F,0,50000,25000
1143864008,"HORIZON MARINE, L.C.",JUNCTION CITY,KS,66441,FRONTIER FINAN PARTNERS INC.,KS,0,4/18/1997,1997,240,40,2,40,0,1,0,N,N,,6/11/1997,307000,P I F,0,307000,307000
1143865004,"Georges Marketing Group, Ltd.",North Olmsted,OH,44070,"PNC BANK, NATIONAL ASSOCIATION",OH,722110,12/29/2004,2005,84,17,1,0,17,1,1,N,N,,2/28/2005,50000,P I F,0,50000,25000
1143874000,GWS INC,PLYMOUTH,MN,55447,ANCHOR BANK NATL ASSOC,MN,0,4/18/1997,1997,84,14,1,0,0,1,0,N,N,,6/30/1997,290000,P I F,0,290000,217500
1143875007,MICHAEL JACOBS  DBA  POOL PLAS,NASHUA,NH,3063,CAPITAL ONE NATL ASSOC,VA,561790,12/29/2004,2005,10,1,1,0,1,1,1,Y,N,16-May-11,2/28/2005,73197,CHGOFF,30369,35000,17500
1143885010,MARK A MAROMONTE  DBA  MARK'S,SARVER,PA,16055,CAPITAL ONE NATL ASSOC,VA,484220,12/29/2004,2005,22,7,1,0,7,1,1,Y,N,9-Jun-10,3/31/2005,131546,CHGOFF,47779,50000,25000
1143894006,REFLECTIONS OF ELEGANCE,LITTLE ROCK,AR,72203,REGIONS BANK,AL,0,4/18/1997,1997,180,4,2,0,0,1,0,N,Y,,5/31/1997,66040,P I F,0,66040,52832
1143913003,BONANZA FAMILY STEAKHOUSE,CHICAGO,IL,60617,"BUSINESS LOAN CENTER, LLC",DC,0,1/7/1981,1981,240,1,2,0,0,11250,0,N,N,18-Jun-91,3/31/1982,550000,CHGOFF,272490,550000,495000
1143914010,BAJA FRESH MEXICAN GRILL,SIMI VALLEY,CA,93065,FIRST BANK,CA,0,4/22/1997,1997,120,58,1,0,0,1,0,N,N,,5/31/1997,335000,P I F,0,335000,251250
1143915006,Old Home Depot Inc.,LAWRENCE,KS,66044,BANK OF AMERICA NATL ASSOC,NC,561990,12/29/2004,2005,17,6,1,0,6,1,1,N,N,28-Sep-10,1/31/2005,50000,CHGOFF,30670,50000,25000
1143925009,"Ridgescapes, LLC",TOWSON,MD,21204,BANK OF AMERICA NATL ASSOC,NC,561730,12/29/2004,2005,84,3,2,0,3,1,1,Y,N,,12/31/2004,6200,P I F,0,5000,2500
1143935001,"SPECIALTY WALLS & CEILINGS, IN",HARRISBURG,PA,17102,CITIZENS BANK NATL ASSOC,RI,238310,12/29/2004,2005,32,2,1,0,3,1,1,N,N,11-Apr-14,1/31/2005,34940,CHGOFF,25089,35000,17500
1143944008,KARLA'S BEAUTY SALON,HAVERHILL,MA,1830,SANTANDER BANK NATL ASSOC,MA,0,4/18/1997,1997,48,2,2,0,0,1,0,N,Y,,3/31/1998,9000,P I F,0,9000,7200
1143945004,Dry Creek True Value,WENDELL,ID,83355,D. L. EVANS BANK,ID,444130,12/29/2004,2005,120,4,2,0,5,1,2,N,N,,1/31/2005,170300,P I F,0,170300,85150
1143955007,SECURITY VIDEO INDIANA INC,CAMBY,IN,46113,CITIZENS BANK NATL ASSOC,RI,423610,12/29/2004,2005,84,3,1,0,4,1,2,N,N,,2/28/2005,75000,P I F,0,75000,37500
1143974006,OMNI GRAPHICS CENTER,"COUER D'ALENE,",ID,83814,WASHINGTON TRUST BANK,ID,0,4/18/1997,1997,51,19,1,0,0,1,0,N,N,13-Jun-06,6/30/1997,190300,CHGOFF,134952,323500,242625
1143975002,John Parsons,Harrisville,MI,48740,"PNC BANK, NATIONAL ASSOCIATION",DE,238910,12/29/2004,2005,43,1,1,0,1,1,2,T,N,14-Jul-11,1/31/2005,28639,CHGOFF,7082,10000,5000
1143984009,"SHARPKIDS, INC.",KITTERY,ME,3904,"READYCAP LENDING, LLC",CA,451120,4/18/1997,1997,108,12,1,0,0,1,0,N,N,,5/31/1997,170000,P I F,0,170000,127500
1143985005,SECURITY VIDEO INDIANA INC,CAMBY,IN,46113,CITIZENS BANK NATL ASSOC,RI,423610,12/29/2004,2005,84,3,1,0,4,1,2,Y,N,,2/28/2006,5000,P I F,0,5000,2500
1143995008,"M AND J LAD, INC DBA M & J LAD",CIRCLEVILLE,NY,10919,CITIZENS BANK NATL ASSOC,RI,531210,12/29/2004,2005,84,2,1,0,2,1,1,N,N,,3/31/2005,30000,P I F,0,30000,15000
1144005006,"SPECIALTY WALLS & CEILINGS, IN",HARRISBURG,PA,17102,CITIZENS BANK NATL ASSOC,RI,238310,12/29/2004,2005,60,2,1,0,3,1,1,N,N,,1/31/2005,11000,P I F,0,11000,5500
1144014002,REED & REED PARTNERSHIP,MISSOULA,MT,59801,FIRST SECURITY BK OF MISSOULA,MT,722410,4/18/1997,1997,81,20,1,0,0,1,1,N,N,,6/30/1997,400000,P I F,0,400000,300000
1144015009,"Sandelly Ventures, Inc.",POWELL,OH,43065,JPMORGAN CHASE BANK NATL ASSOC,IL,533110,12/29/2004,2005,84,3,2,0,3,77174,2,N,N,,1/31/2005,100000,P I F,0,100000,75000
1144034008,"FORT BRAGG GRILLE, THE",FORT BRAGG,CA,95437,SAVINGS BK OF MENDOCINO CNTY,CA,0,4/18/1997,1997,58,15,1,0,0,1,0,N,Y,19-Jun-03,6/30/1997,15000,CHGOFF,4780,15000,12000
1144035004,"Tamuleviz, Hultquist & Bianchi",PROVIDENCE,RI,2903,BANK OF AMERICA NATL ASSOC,NC,541110,12/29/2004,2005,83,4,2,0,4,1,1,Y,N,,1/31/2005,164097,P I F,0,51000,25500
1144045007,SW TYE ENTERPRISES INC.,SALT LAKE CITY,UT,84118,ZIONS FIRST NATIONAL BANK,UT,561720,12/29/2004,2005,91,2,2,1,4,1,1,N,N,,1/31/2005,100000,P I F,0,100000,85000
1144054003,"AUSAYMAS VETERINARY SVCS, INC.",HOLLISTER,CA,95024,MUFG UNION BANK NATL ASSOC,CA,541940,4/18/1997,1997,84,5,1,0,0,1,0,N,Y,,7/31/1997,20000,P I F,0,20000,16000
1144065002,ROBERT CAMPOS DBA RC SYSTEMS C,MARINA DEL REY,CA,90292,BANK OF AMERICA NATL ASSOC,NC,541512,12/29/2004,2005,84,1,1,0,1,1,1,Y,N,,3/31/2005,10000,P I F,0,10000,5000
1144074009,COPY/FAX CLUB,MOUNT VERNON,WA,98273,SKAGIT BANK,WA,0,4/18/1997,1997,96,2,2,0,0,1,0,N,Y,,6/30/1997,45000,P I F,0,45000,36000
1144075005,ANNA MESSORE TOWER DBA THE MES,BROCKPORT,NY,14420,CITIZENS BANK NATL ASSOC,RI,451211,12/29/2004,2005,84,2,1,0,2,1,1,N,N,,8/31/2005,35000,P I F,0,35000,17500
1144085008,ANNA MESSORE TOWER DBA THE MES,BROCKPORT,NY,14420,CITIZENS BANK NATL ASSOC,RI,451211,12/29/2004,2005,84,2,1,0,2,1,1,N,N,,4/30/2005,81,,0,5000,2500
1144094004,"RNR TOOL & MACHINE SHOP, INC.",COLUMBIA,KY,42728,BANK OF COLUMBIA,KY,0,4/18/1997,1997,240,5,1,0,0,1,0,N,Y,,6/30/1997,75000,P I F,0,75000,60000
1144095000,"KLEIN & COMPANY PLUMBING, INC.",DOYLESTOWN,PA,18901,CITIZENS BANK NATL ASSOC,RI,238220,12/29/2004,2005,155,9,1,0,9,1,1,N,N,,1/31/2005,47442,P I F,0,50000,25000
1144105001,Arnold Villarreal dba Hondawor,MESQUITE,TX,75181,BANK OF AMERICA NATL ASSOC,NC,811111,12/29/2004,2005,84,4,1,0,4,1,1,Y,N,,1/31/2005,15000,P I F,0,15000,7500
1144114008,MILL CREEK GALLERIES,GENOA,NV,89411,"CITIBANK, N.A.",CA,0,4/18/1997,1997,84,5,1,0,0,1,0,N,Y,,7/31/1997,50000,P I F,0,50000,40000
1144124000,NORTHSTAR CONFECTIONS,"GREENACRES,",WA,99016,U.S. BANK NATIONAL ASSOCIATION,OH,454210,4/18/1997,1997,60,1,1,0,0,1,0,N,N,,1/31/1998,46596,P I F,0,46596,37277
1144125007,John Arthur Kujawa dba Talis S,LOS ANGELES,CA,90025,BANK OF AMERICA NATL ASSOC,NC,541430,12/29/2004,2005,51,1,2,0,1,1,1,T,N,7-Nov-07,12/31/2004,10000,CHGOFF,7547,10000,5000
1144135010,Jeffery L. Tutterow dba S & J,STILESVILLE,IN,46180,CAPITAL ONE NATL ASSOC,VA,484230,12/29/2004,2005,38,1,1,0,1,1,2,N,N,27-Dec-10,1/31/2005,100000,CHGOFF,45417,100000,50000
1144145002,Mt Tomba Inn,Cromberg,CA,96103,BANK OF AMERICA NATL ASSOC,NC,722110,12/29/2004,2005,84,8,2,0,8,1,2,Y,N,,1/31/2005,26497,P I F,0,10000,5000
1144155005,"JND & ASSOCIATES, LLC",SOUTHFIELD,MI,48076,CITIZENS BANK NATL ASSOC,RI,541611,12/29/2004,2005,35,1,1,0,6,1,1,Y,N,24-Sep-10,1/31/2005,100000,CHGOFF,98197,100000,50000
1144163005,THE SPRINGS INC,PIQUA,OH,45356,FIFTH THIRD BANK,OH,0,1/9/1981,1981,107,21,1,0,0,0,0,N,N,28-Aug-90,2/25/1981,275000,CHGOFF,1855,275000,247500
1144165008,"PARTNERS IN ENTERPRISE, INC.",BURBANK,CA,91505,CAPITAL ONE NATL ASSOC,VA,541612,12/29/2004,2005,84,1,1,0,1,1,1,Y,N,,2/28/2005,25200,P I F,0,15000,7500
1144175000,NASHUA CONTAINER SERVICE,BOW,NH,3304,CITIZENS BANK NATL ASSOC,RI,484110,12/29/2004,2005,54,1,1,0,1,1,1,N,N,22-Feb-08,2/28/2005,25000,CHGOFF,15797,25000,12500
1144184007,D B TRUCKING & EXCAVATING,FAIRVIEW,UT,84629,AMERICANWEST BANK,UT,233210,4/18/1997,1997,60,2,2,0,0,1,0,N,Y,,7/31/1997,62000,P I F,0,62000,49600
1144185003,NORPLATT CORP. DBA PLATTSBURGH,PLATTSBURGH,NY,12901,COMMUNITY BANK NATL ASSOC,NY,444190,12/29/2004,2005,60,5,1,0,5,1,1,N,N,,1/31/2005,14800,P I F,0,14800,7400
1144194010,PAQUETTE MANUFACTURING CO.,"WENATCHEE,",WA,98801,WELLS FARGO BANK NATL ASSOC,SD,0,4/18/1997,1997,300,9,1,0,0,1,0,N,N,,5/31/1997,155000,P I F,0,155000,116250
1144205007,MICHELLE'S HAIR STUDIO LLC,BALLSTON SPA,NY,12020,CITIZENS BANK NATL ASSOC,RI,812112,12/29/2004,2005,84,2,1,0,2,1,2,N,N,,12/31/2008,500,,0,4300,2150
1144215010,"ICC Foods, Inc.",INTERCOURSE,PA,17534,MANUFACTURERS & TRADERS TR CO,NY,311422,12/29/2004,2005,84,20,2,0,15,1,1,N,N,,1/31/2005,175000,P I F,0,175000,131250
1144223010,LION'S MANE,GRASS VALLEY,CA,95945,BANK OF AMERICA NATL ASSOC,CA,0,1/9/1981,1981,84,1,1,0,0,0,0,N,N,2-Nov-88,2/6/1981,10000,P I F,3867,10000,9000
1144235005,NORPLATT CORP. DBA PLATTSBURGH,PLATTSBURGH,NY,12901,CITIZENS BANK NATL ASSOC,RI,444190,12/29/2004,2005,84,5,1,0,5,1,1,N,N,,8/31/2005,5000,P I F,0,5000,2500
1144254004,MOUNTASIA,FAIR HAVEN,MI,48059,AURORA BANK FSB,CO,713110,4/18/1997,1997,300,1,2,0,0,1,0,0,N,,5/31/1997,1300000,P I F,0,1300000,749970
1144255000,"BRUCE'S AUTO SERVICE, INC",GARDNER,MA,1440,CITIZENS BANK NATL ASSOC,RI,811111,12/29/2004,2005,143,3,1,0,3,1,1,N,N,,1/31/2005,19938,P I F,0,20000,10000
1144275006,Sammie McDonald dba Minute Man,CENTERTON,AR,72719,BANK OF AMERICA NATL ASSOC,NC,238220,12/29/2004,2005,84,1,1,0,1,1,1,Y,N,,1/31/2005,30100,P I F,0,30000,15000
1144285009,MNK Technologies Inc dba Expet,BARNEGAT,NJ,8005,BANK OF AMERICA NATL ASSOC,NC,541519,12/29/2004,2005,83,1,2,0,1,1,1,Y,N,,1/31/2005,55891,P I F,0,19000,9500
1144305002,"Fine Tune Of Southgate, Inc.",SOUTHGATE,MI,48195,JPMORGAN CHASE BANK NATL ASSOC,IL,811111,12/29/2004,2005,84,5,1,0,5,6620,1,Y,N,,12/31/2004,81264,P I F,0,35000,17500
1144315005,Advanced Exteriors Siding & Im,MIDDLETON,WI,53562,ASSOCIATED BANK NATL ASSOC,WI,238170,12/29/2004,2005,84,16,1,0,16,1,1,Y,N,,1/31/2005,14796,P I F,0,10000,5000
1144325008,Advanced Exteriors Siding & Im,MIDDLETON,WI,53562,ASSOCIATED BANK NATL ASSOC,WI,238170,12/29/2004,2005,48,16,1,0,16,1,1,N,N,,1/31/2005,21000,P I F,0,21000,10500
1144335000,Resolutions Education Services,PHOENIX,AZ,85029,BANK OF AMERICA NATL ASSOC,NC,561110,12/29/2004,2005,84,21,1,0,21,1,1,Y,N,,3/31/2005,176673,P I F,0,100000,50000
1144345003,"MIST ON TAN, INC.",TONAWANDA,NY,14150,CITIZENS BANK NATL ASSOC,RI,812199,12/29/2004,2005,76,3,2,0,3,1,1,N,N,24-Oct-05,1/31/2005,20000,CHGOFF,19602,20000,10000
1144355006,"MIST ON TAN, INC.",TONAWANDA,NY,14150,CITIZENS BANK NATL ASSOC,RI,812199,12/29/2004,2005,84,3,2,0,3,1,1,N,N,,3/31/2005,1500,,0,1500,750
1144365009,"COMPREHENSIVE CHIROPRACTIC, CA",LONDONDERRY,NH,3053,CITIZENS BANK NATL ASSOC,RI,621310,12/29/2004,2005,84,5,1,0,5,1,1,N,N,,8/31/2005,33432,P I F,0,35000,17500
1144385004,"COMPREHENSIVE CHIROPRACTIC, IN",LONDONDERRY,NH,3053,CITIZENS BANK NATL ASSOC,RI,621310,12/29/2004,2005,60,5,1,0,5,1,1,N,N,,1/31/2005,16000,P I F,0,16000,8000
1144395007,THOMAS D JARVIS  DBA  NORWOOD,NORWOOD,NY,13668,CAPITAL ONE NATL ASSOC,VA,812111,12/29/2004,2005,84,2,1,0,2,1,1,Y,N,,3/31/2005,50939,P I F,0,35000,17500
1144404001,JACOB MARLEY'S,NEWBURYPORT,MA,1950,DANVERSBANK,MA,0,4/18/1997,1997,96,23,1,0,0,1,0,0,N,,5/31/1997,180000,P I F,0,220000,165000
1144405008,"AM CARE, INC.",LAFAYETTE HILL,PA,19444,CITIZENS BANK OF PENNSYLVANIA,PA,621610,12/29/2004,2005,84,5,2,0,8,1,1,Y,N,,2/28/2005,114486,P I F,0,75000,37500
1144415000,STEPHEN STARKS DBA LEW'S LOCK,ITHACA,NY,14850,CITIZENS BANK NATL ASSOC,RI,423710,12/29/2004,2005,60,1,2,0,1,1,1,N,N,,1/31/2005,25000,P I F,0,25000,12500
1144425003,STEPHEN STARKS DBA LEW'S LOCK,ITHACA,NY,14850,CITIZENS BANK NATL ASSOC,RI,423710,12/29/2004,2005,84,1,2,0,1,1,1,N,N,,8/31/2005,4826,P I F,0,5000,2500
1144445009,"AFFINITY TITLE AGENCY, INC.",INDEPENDENCE,OH,44131,CITIZENS BANK NATL ASSOC,RI,541191,12/29/2004,2005,34,4,1,0,4,1,1,Y,N,8-Jun-09,1/31/2005,25100,CHGOFF,19586,25000,12500
1144455001,Paul Dyer dba Paul Dyer Photog,SAN FRANCISCO,CA,94115,BANK OF AMERICA NATL ASSOC,NC,541922,12/29/2004,2005,84,1,1,0,1,1,2,Y,N,,1/31/2005,12122,P I F,0,10000,5000
1144465004,"AMN Holdings, L.L.C.",NORTH STREET,MI,48049,JPMORGAN CHASE BANK NATL ASSOC,IL,812112,12/29/2004,2005,26,2,2,0,2,1,1,Y,N,12-Oct-10,1/31/2005,63848,CHGOFF,17209,21000,10500
1144475007,QUANG PHAM DBA STUDIO SOUTH,PHILADELPHIA,PA,19147,CITIZENS BANK OF PENNSYLVANIA,PA,812112,12/29/2004,2005,84,3,1,0,3,1,1,N,N,,9/30/2005,20000,P I F,0,20000,10000
1144485010,Kevin Rushing dba Rush Landsca,STONE MOUNTAIN,GA,30083,BANK OF AMERICA NATL ASSOC,NC,561730,12/29/2004,2005,48,1,1,0,1,1,1,Y,N,19-Apr-08,1/31/2005,43000,CHGOFF,25000,25000,12500
1144495002,"ABC Towing, Inc.",SEATTLE,WA,98108,BANK OF AMERICA NATL ASSOC,NC,488410,12/29/2004,2005,60,6,1,0,6,1,1,Y,N,,7/31/2005,75000,P I F,0,75000,37500
1144504007,BEYOND WELL CHIROPRACTIC HEALT,PORTLAND,OR,97202,COLUMBIA STATE BANK,OR,621310,4/18/1997,1997,84,1,2,0,0,1,0,0,N,,10/31/1999,36000,P I F,0,36000,28800
1144505003,"AFFINITY TITLE AGENCY, INC.",INDEPENDENCE,OH,44131,CITIZENS BANK NATL ASSOC,RI,541191,12/29/2004,2005,84,4,1,0,4,1,1,N,N,,4/30/2006,5000,P I F,0,5000,2500
1144515006,"The Management Group, which wi",YORBA LINDA,CA,92886,BANK OF AMERICA NATL ASSOC,NC,541211,12/29/2004,2005,84,2,1,0,2,1,2,Y,N,,1/31/2005,10053,P I F,0,10000,5000
1144525009,"BOULDER PERFORMANCE, INC.",COLUMBIA STATION,OH,44028,CITIZENS BANK NATL ASSOC,RI,811111,12/29/2004,2005,39,1,2,0,1,1,2,Y,N,4-Jan-10,2/28/2005,9530,CHGOFF,5868,10000,5000
1144535001,Uri Saati dba Uri's Catering,ALBANY,NY,12208,BANK OF AMERICA NATL ASSOC,NC,722320,12/29/2004,2005,12,6,1,0,7,1,2,N,N,18-Feb-09,1/31/2005,7500,CHGOFF,7500,10000,5000
1144555007,"The HMA Salon, Inc. dba The Sa",SAN FRANCISCO,CA,94103,BANK OF AMERICA NATL ASSOC,NC,812112,12/29/2004,2005,84,1,2,0,1,1,1,Y,N,,1/31/2008,10000,P I F,0,10000,5000
1144565010,METRO RESEARCH LTD. COMPANY,PLYMOUTH MEETING,PA,19462,CITIZENS BANK NATL ASSOC,RI,541110,12/29/2004,2005,60,1,1,0,3,1,1,N,N,3-May-07,1/31/2005,75000,CHGOFF,56704,75000,37500
